ReviewTitle,ReviewBody,ReviewStar,Product
"Worst product
","I bought it 3 days back, the right side has stopped working, I'm unhappy with your brand and ur quality worst
",1,boAt Rockerz 255
"Best sound nd battery
","Battery life is average but good like 5 hours and sound quality is awesome
",5,boAt Rockerz 255
"Value for money
","If you are best sound for low volume lover than this one is for you...
",4,boAt Rockerz 255
"👍
","👍
",5,boAt Rockerz 255
"Nice blue tooth 👌
","I liked it very much.quality is very good.sound quality awesome
",5,boAt Rockerz 255
"Noise
","Sound quality is good but at the time of calls other person complaint that lots of noise coming from surrounding while talking
",3,boAt Rockerz 255
"worth
","worth at its price....  good battery backup,sound qualiy with good bass...onlyvthing is that the wire is too lengthy....
",4,boAt Rockerz 255
"Humble request for Return policy
","Ear tips are falling while practicing workout I want a return it doesn't fit properly in my ears too so this may be the reason
",2,boAt Rockerz 255
"Fantastic!
","I am using one time this earphones after that i am impressed and order for my all family members seriously its have good sound
",5,boAt Rockerz 255
"Boat Rockerz 255
","The best Bluetooth headset in this range. The sound quality is fantastic. Anyone can use it for long time without pain in ear.
",5,boAt Rockerz 255
"Product Received in Damage and Open Condition
","Product not Received with Packed ConditionAnd Product not looks like Original ProductEerphones one Lead is Damaged
",3,boAt Rockerz 255
"Must buy for above average music lovers..!!
","Product ek number hai ..!!! Matalab Skullcandy ke inked se bhi supper... Paisa wasul... Original product... Thanks Amazon..!!!
",5,boAt Rockerz 255
"Ok
","Ok
",4,boAt Rockerz 255
"Nice
","Best bluetooth earphone under 1.5k
",5,boAt Rockerz 255
"Overall good product
","Sound quality is awesome but bass is not up to the mark as JBL product of same range.Call quality is also poor.
",4,boAt Rockerz 255
"Awesome product
","Good product, go for it, higly recommended in price range of 1000 bucks, but they should provide some extra ear fins.
",5,boAt Rockerz 255
"It's Good... Pretty Fantastic 💯
","If you Have budget around 1.3 then these are Best. Good Sound Great Bass Good Noise Cancellation Over all Fantastic💯
",5,boAt Rockerz 255
"best of the bests
","Sound quality - best & best with extra bassBattery life -  very good backupDurability - excellent & tough
",5,boAt Rockerz 255
"best of the bests
","Sound quality - best & best with extra bassBattery life -  very good backupDurability - excellent & tough
",5,boAt Rockerz 255
"No value for money
","Not receptive for more than 10mts
",2,boAt Rockerz 255
"we can buy without second thought
","we can buy without second thought
",5,boAt Rockerz 255
"Value for money
","Good sound quality and longer battery life ...got them for only 999/-..!!
",5,boAt Rockerz 255
"Avarage boss
","Compare to boat 225(wired )  boat rockerz low bass...... If you music lover don't buy it ...
",3,boAt Rockerz 255
"Everything is fine but battery capacity is too low
","Battry capacity is only 4 hr
",5,boAt Rockerz 255
"Sound quality😍
","Great sound quality in such price with Bluetooth feature
",5,boAt Rockerz 255
"Good
","Good
",4,boAt Rockerz 255
"Not as expected !!
","Not that comfortable to wear. Unhappy with the product. Sound quality is good but design is not good
",1,boAt Rockerz 255
"Good Headphones
","Sound Quality is better than Samsung  Level U and Skullcandy lnk'd headphones and bought it for a steal price of Rs. 899
",5,boAt Rockerz 255
"In gujrati language Bapu..Bapu😊😊👌(perfect..)
","Perfect...just closed your eyes and order this
",5,boAt Rockerz 255
"Worth for money
","Nice
",5,boAt Rockerz 255
"Great Product
","Good BatteryGood BassPaisa wasool
",5,boAt Rockerz 255
"Good listening
","Sound quality is very good
",5,boAt Rockerz 255
"Sond qaulity is good but Disability is not good
","I got in 1099 Rs in offer Everything is good but after 8 month got one bud struck.
",3,boAt Rockerz 255
"Not that satisfied!!!
","Creates a lot of disturbance to the person on call on the other line.. Bad quality.. Uneasy for your ears...
",2,boAt Rockerz 255
"very bad
","boAt Rockerz 255 Sports Bluetooth Wireless Earphone with Immersive Stereo Sound and Hands Freevery bad
",1,boAt Rockerz 255
"Faulty products
","The product stopped working in a day, sent the product for replacement, got a new one and that too is faulty
",1,boAt Rockerz 255
"Best under 1500
","Go for it..
",5,boAt Rockerz 255
"Battery backup was very poor
","Battery backup was very poor. I suggest not to buy this.
",1,boAt Rockerz 255
"Not worthy
","Not worthy if you're paying for this more than 1000 RS. I bought this in deal for 900 and sometimes regret for paying 900 RS.
",2,boAt Rockerz 255
"As expected
","Best for this price point, i got it at 1,499 if its more than this then you should probably wait it will definitely decrease.
",5,boAt Rockerz 255
"Replacement under one year warranty
","I need replacement of this product because left side speaker is not working. This product was delivered to me on 22 Jan 2019.
",3,boAt Rockerz 255
"Don't purchase it
","Don't purchase itIt is average only for  musicCalling sound is very very very very bed.Total waste of money
",1,boAt Rockerz 255
"VERY GOOD PRODUCT
","Its very good product at this price range. Sound quality is too good. Build quality is also good. I recommend it to everyone.
",5,boAt Rockerz 255
"NIRVANA....
","In Rs.1500/- this is the best budget Bluetooth headphone with amazing earphone...Strongly recommended to music lover...
",5,boAt Rockerz 255
"Good
","Sounds little bit bulky voice..Overall nice product in reasonable cost
",4,boAt Rockerz 255
"Perfect
","Have been using this for months now.Top class earphones.
",5,boAt Rockerz 255
"Perfect for workout.
","Very good Sound.. excellent battery life. Perfect for workout.
",4,boAt Rockerz 255
"Nothing
","Not a good product
",1,boAt Rockerz 255
"Nothing
","Not a good product
",1,boAt Rockerz 255
"Good
","Good
",5,boAt Rockerz 255
"Nice bluetooth earphones
","Very nice product, but sometimes voice was getting low, overall good product
",4,boAt Rockerz 255
"Value for Money
","Audio Sound is good for Music, low volume for Movies. Voice calling is good.
",5,boAt Rockerz 255
"Don't buy
","Please don't buy this product, not worthy
",1,boAt Rockerz 255
"Nice
","Nice
",5,boAt Rockerz 255
"Nice product
","*This product is very good and price also expected level.*But only concern is the length of wired is too long.
",4,boAt Rockerz 255
"Good
","There is sound problem during call, unable to understand from opposite side sound, it may be for network issue......
",5,boAt Rockerz 255
"Good deal
","Nice product in this price. Good battery backup and sound. But there is no noice cancellation but good for the price
",4,boAt Rockerz 255
"Great product
","With 1 month of use......I have not faced any problem with anything battery backup is about 6 hours.....
",5,boAt Rockerz 255
"extra bass headphone
","superb noise cancelling and base
",5,boAt Rockerz 255
"Superb
","Awesome product in all respects.
",5,boAt Rockerz 255
"Nice sound  good boat
","Nice sound  good boat
",4,boAt Rockerz 255
"Not bad
","Sometimes while I’m listening to music while driving, the music gets stuck. Otherwise good product!
",4,boAt Rockerz 255
"Good
","Good but low sound  calling
",4,boAt Rockerz 255
"Warth to buy it
","Good sound quality
",4,boAt Rockerz 255
"Superb
","It's mind blowing the sound quality is too good . It's above my expectations in all aspects be it by looks or by performance.
",5,boAt Rockerz 255
"Best quality
","Excellent product
",5,boAt Rockerz 255
"4 5 mahine tak chalta hai bas .. !
","January me liya tha may me ek earbud kaam krna band kr dia ! Sound qaulity good but the wire they provided is poor !
",1,boAt Rockerz 255
"Nice quality and sound
","Only 3 months
",1,boAt Rockerz 255
"Average earphone
","Sound quality no as good as expected.
",3,boAt Rockerz 255
"Its nt bad or nt good
","20 % satisfaction
",3,boAt Rockerz 255
"Functionality issue
","Bluetooth connectivity with Cellphone stopping/starting itself and sometime it's so irritating due to this.
",1,boAt Rockerz 255
"Best Bluetooth Earphones In This Price Range.
","Noise cancellation is really decent. Bass Is Good. Overall Nice Quality & Satisfactory Earphones. loved It.
",4,boAt Rockerz 255
"Good sound clarity..
","All good given average for battery life..
",5,boAt Rockerz 255
"Good for the price
","Good sound
",4,boAt Rockerz 255
"Nice stuff
","Headphone quality is excellent. Great sound quality and noise cancellation is also good. Battery standby time is a bit weak.
",5,boAt Rockerz 255
"Good Deal under2000👍
","The product is good. Must buy under 2000.Bought it for 1899.  Happy with the product. Review after 2 months of buying.
",5,boAt Rockerz 255
"Amazing product
","Sound quality is superup bass is little high and vocal and all this is well balanced .Battery life is around 6-7 hours
",5,boAt Rockerz 255
"Sound quality
","The base is a bit tooo much... The words get lost...Ba if ua a lover or base or ua shifting from JBL to boat ua ok....
",5,boAt Rockerz 255
"Sound quality
","The base is a bit tooo much... The words get lost...Ba if ua a lover or base or ua shifting from JBL to boat ua ok....
",5,boAt Rockerz 255
"Value for money!
","Headphones are the best in class just the microphone is bad thing gets alot of noise really disturbing for other side person
",3,boAt Rockerz 255
"For bass lovers
","I specially like the sound quality of this productBut quite a thing i dislike about this product is the battery backup
",5,boAt Rockerz 255
"A substandard product
","It is a substandard product. Stopped working in less than a month. Would have rated it zero if such an option was available.
",1,boAt Rockerz 255
"Worst worst worst product ever
","Worst plz don't buy and fall for it's fake ratings, battery life terrible can't even used for 30days, waste of money totally
",1,boAt Rockerz 255
"Nice
","Nice
",5,boAt Rockerz 255
"sound quality
","sound quality is damn worst as compare to another same one im having
",4,boAt Rockerz 255
"Nice
","Nice really good and nice product
",5,boAt Rockerz 255
"Good purchase
","Bass is good but connectivity is not that much upto the mark.
",5,boAt Rockerz 255
"Very impressive
","Excellent noise cancellation, base is heard in great quality, can make snare quality better. Water resistance is quite good.
",5,boAt Rockerz 255
"Loved it
","Amazing earphones....base is good nd sound quality is awesome....loved it😍
",5,boAt Rockerz 255
"Bass headset
","Good bassGood battery backup.Only thing is sometime the sound will get distracted due to its low connectivity.
",3,boAt Rockerz 255
"Enjoying it...
","I just love it... It is awesome.. i can carry it everywhere.. sound quality very good... Battery life impressive...
",4,boAt Rockerz 255
"Bluetooth connection issue
","The product is not functioning properly as the Bluetooth connection is breaking automatically after every interval.
",3,boAt Rockerz 255
"This is a great product nice sound all well
","Very nice product sound quality great I am a choreographer I am do easily practice with this peace nice I love this
",5,boAt Rockerz 255
"Want to cancel order
","Sound quality is poor. Cancelation sound
",1,boAt Rockerz 255
"Great earphone @999
","Great bluetooth earphone.Awesum sound.Recommend everyone to purchase it.I purchased in 999 on amazon
",5,boAt Rockerz 255
".
","While receiving the call ,the caller can't hear my voice the surrounding noise is comes too much .
",3,boAt Rockerz 255
"Music companion
","Perfect for music lovers, sound quality n battery is awesome but calling via it is a complete mess
",5,boAt Rockerz 255
"Ok
","Takes too long to charge and battery life is very poor
",5,boAt Rockerz 255
"Ok
","Takes too long to charge and battery life is very poor
",5,boAt Rockerz 255
"Product is overall good
","Long run product in budget
",3,boAt Rockerz 255
"Wasted Money
","Stopped working after one month.
",1,boAt Rockerz 255
"Thanks amazon 😊
","Excellent quality
",4,boAt Rockerz 255
"The product looks like fixed.
","Built quality is not good, looks like one of the ear piece is fixed with adhesive.
",3,boAt Rockerz 255
"Good stuff.
","Good product for the cost.
",4,boAt Rockerz 255
"Good
","Good product at this price
",5,boAt Rockerz 255
"Battery Charging
","Battery issue the red light doesn't disappear once fully charged.. According to manual it should turn off.
",1,boAt Rockerz 255
"Not working
","Only one side of earphones is working!!!!
",1,boAt Rockerz 255
"Good bass
","Good bass
",5,boAt Rockerz 255
"Very nice
","Very nice
",5,boAt Rockerz 255
"Don't buy it!
","The earphones stop working after 2-3 months.... Rather than these buy another Bluetooth earphones sound quality is average!
",1,boAt Rockerz 255
"Super sound
","Very nice
",5,boAt Rockerz 255
"Low Battery Time
","Drains battery fast when using for music for 30->45 minutes only.
",2,boAt Rockerz 255
"Not so best
","Sound quality could be better.
",4,boAt Rockerz 255
"Product stopped charging
","Stopped working in 2 months time. Charging is not happening.
",2,boAt Rockerz 255
"Worst product
","Worst product it was mentioned that it is sweat proof but after workout it stopped working complete waste of money
",1,boAt Rockerz 255
"just wow...
","this product is realy good..overall a very nice and satisfactory wireleess heaphone...i am higly recomanded this..
",5,boAt Rockerz 255
"Jabardast hain bhai
","This is the my best ever purchased Wireless headphones entire in my life... Good bass and build quality also good.
",4,boAt Rockerz 255
"Totally Satisfied
","Good Product. Go for it without any doubts
",4,boAt Rockerz 255
"Awesome Bluetooth Earphone 🙂
","Sound good, battery life,...... cool 😎
",5,boAt Rockerz 255
"Product quality
","Wire is too long, quality wise good. Nice sound. Wifi range is not up to the expectation.
",4,boAt Rockerz 255
"Battery life is too poor
","Not satisfied with the product as the battery gets drained too fast within one month of purchase.
",1,boAt Rockerz 255
"Nice
","Nice
",5,boAt Rockerz 255
"Ver great product...
","Super product under theis price range. Battery life is awsome from low to full it takes nearly 3o min a great product no doubt to buy this
",5,boAt Rockerz 255
"Good value for money
","Overall good.Plus point is it receives audio transmitted from Apple Ipod Classic through Baile BT Transmitter.
",4,boAt Rockerz 255
"just refund my amount
","kindly refund the amountbas this is totlly wast products. noise cansilation is very poor.
",1,boAt Rockerz 255
"Excellent
","Excellent product at 1000
",5,boAt Rockerz 255
"Overall Good One
","Little bit heavy earphone, gets difficult wearing it while lying on bed sideways.
",3,boAt Rockerz 255
"Ok at this price
","Liked : good build quality at this price.Dislike: sound quality is average.
",3,boAt Rockerz 255
"DONT BUY THINK TWICE GUYS
","DONT BUT ITS A WASTE OF MONEY TO YOU#:#-# AFTER 30DAYS ITS NOT WORKINGLOSS OF PAY😠😠😠😠😠😠
",1,boAt Rockerz 255
"Mic is not as good as they mentioned
","When playing pubg we have to talk loudly then only our friends can hear I think mic can't catch slow talk
",3,boAt Rockerz 255
"Range issue
","The piece i received had connection issue even at 3 to 4 ft from the mobile phone.Very disappointed
",1,boAt Rockerz 255
"Excellent product with 💯 satisfaction
","Really super product from boAT.  As I feel it was very handy to carry and every was good from the product
",5,boAt Rockerz 255
"Enjoy with this product.
","Awesome product. My friend refer me to buy this product. I just impressed with this. Thanks boat rockerz.
",5,boAt Rockerz 255
"Overall justify its price.
","In this price segment, sound is good, battery backup is really good.
",5,boAt Rockerz 255
"Best affordable Bluetooth earphones
","Good product at an affordable price
",5,boAt Rockerz 255
"👍👍
","Sound was nice..high pitch is not so clear..nd base is average...otherwise everything was perfect..nice product overall ..
",4,boAt Rockerz 255
"Right side stopped working
","Right side not working...... What can i do? this earphone is under warranty... No service centre what to do? please tell I
",1,boAt Rockerz 255
"Disappointed...  Not worthy at that price range..
","Sound quality not good as expected since its of boat product...  Distorting mic... Overall good... but cannot return it...
",2,boAt Rockerz 255
"Item not working properly
","It sounds very very low. After full volume too difficult to hear. What is the process for replacement or repair or return.
",1,boAt Rockerz 255
"Wanna replace it
","I like this product but i want to replace it because it is not working properly now its been just 20 days for purchased it
",1,boAt Rockerz 255
"Worst product
","The product did not even last for a month. It has stopped working completely and the customer care is not even responding.
",1,boAt Rockerz 255
"Battery dead completely
","Made a mistake buying this product, with in 1 month the battery was dead..Not even lasting 5 mins...Please don't buy it...
",1,boAt Rockerz 255
"Worth with some cons
","The earphones as compared to its price is worth every penny but I feel that the  wires could have been of a better quality
",4,boAt Rockerz 255
"Distance
","Distance is too short.. must carry mobile.in just 10 to 15 steps.
",3,boAt Rockerz 255
"Awesome
","Amazing headphones. Love it. Value for money . Best choice I made.
",5,boAt Rockerz 255
"Not worth of value
","ConsBattery back up is not so great.Sound quality is moderate.It stopped working
",3,boAt Rockerz 255
"100% worth buying product
","Awesome soundsLight weightGood battery backupOverall good product to choose with in BT headset
",5,boAt Rockerz 255
"Poor performance
","Not good
",1,boAt Rockerz 255
"The best ever
","It's the best headphone I have ever used,the battery life and noise cancellation is unbelievable,a huge thumbs up
",5,boAt Rockerz 255
"Wireless headset
","This is just the one you need.
",5,boAt Rockerz 255
"Sound quality is amazing
","Best in the business
",5,boAt Rockerz 255
"Perfect for the price range
","Best thing about this earphone is it's super powerful bass.
",4,boAt Rockerz 255
"Not for a longer duration usage
","It gives pain in the ear after using it for more than 30 to 45mins. I think this is because of the fitting issue.
",3,boAt Rockerz 255
"Sound quality
","The sound quality of headphones r really gud. Only issue with this some times came out of ears while working out.
",5,boAt Rockerz 255
"Cheap and best
","Sound quality is good but proper care to be taken during handling. I purchased it for Rs 999... value for money..
",4,boAt Rockerz 255
"Best product
","Best sound quality best battery life every thing is perfect. Fast delivery genuine product ..thanks Amazon India.
",5,boAt Rockerz 255
"100% Satisfied Product
","Used more than 20 days, 100% satisfied product.Good battery backup.
",5,boAt Rockerz 255
"Not up to expectation
","Call drop is very high.... Frequent voice Disturbance. And battery life is also low. Suggestable only for audio and video.
",3,boAt Rockerz 255
"Value for money
","Its really great for the price, battery lasts me whole day & with boats replacement warranty iam not worried this will last me 2 years
",5,boAt Rockerz 255
"Good
","Good
",5,boAt Rockerz 255
"Excellent bass and sound
","Excellent bass and sound quality but battery backup will have to improve for extra hours
",5,boAt Rockerz 255
"Value for money products like other brands
","Great product with super bass sound and quality battery life was 5|6 hour and thank you to Amazon quick and easy delivery
",5,boAt Rockerz 255
"AWESOME BASS PLUS PLAYBACK
","Awesome bass Surround ..Comfortable And Battery life is Extreme.Durablity is Standard.Go for it.
",5,boAt Rockerz 255
"One side broken
","One side broken
",1,boAt Rockerz 255
"good
","good
",5,boAt Rockerz 255
"Nice
","Good
",5,boAt Rockerz 255
"Sound quality ok ok noise cancellation great
","A blend of good sound and perfect noise cancellation.
",4,boAt Rockerz 255
"Very nice
","Very good
",5,boAt Rockerz 255
"Very nice
","Very good
",5,boAt Rockerz 255
"Good
","Good
",4,boAt Rockerz 255
"Overall good but bass is poor
","Good sound quality of calls, light weight, easy to carry but bass is poor
",4,boAt Rockerz 255
"Good quality at reasonable price
","Sound quality of the headphone is good,for music listeners it is a good option. Earbuds are fix at their position in ears
",4,boAt Rockerz 255
"Good
","Happy to buy it
",5,boAt Rockerz 255
"Don't buy it stops working after 15 days
","Waste product suddenly it stopped working and the service centre is time wasters
",1,boAt Rockerz 255
"Sound quality is good
","Sound quality is good so does bass, perfect for workout.Happy with product
",5,boAt Rockerz 255
"Boat rockers really rock!
","The boat rockers headset has good sound quality and noise cancellation property.
",5,boAt Rockerz 255
"Superb bt hd
","Best best better..nice ....no need hesitate to buy..excellent product for 1 hour charge u can  use It for 16hrs talk
",4,boAt Rockerz 255
"Noice problem
","I have noticed a lot of noise while talking call. The other person is not abale to understand my orders.
",1,boAt Rockerz 255
"Not working properly
","Bass gudNd power button working only when it is connected to charge...feeling bad abt this thing..
",1,boAt Rockerz 255
"Budget headphone
","Nice headphone on this budget
",5,boAt Rockerz 255
"worth of price
","Works properly.long battery life over all good
",4,boAt Rockerz 255
"Not worth for money
","Sound quality is good but not worth for money bacause it get diffected after 3 month..I suggest u to by wired earphone 👉
",1,boAt Rockerz 255
"Good one, only require battery status of headphone
","I would like to rate 5 but I did 4 because it doesnt show battery percentage in my mobile.I am having Moto E4 plus.
",4,boAt Rockerz 255
"Poor sound quality
","There is a sound that seems like sparkling wire when we play it at high volume! The dual Bluetooth connection isn't good.
",1,boAt Rockerz 255
"Hard to replace
","My earphone is not working properly and Amazon's replacement policy is very difficult.. so please check before u purchase
",1,boAt Rockerz 255
"Good
","Sound quality is good
",4,boAt Rockerz 255
"Good
","If it's under 1000 than great deal
",3,boAt Rockerz 255
"Best
","Good in that range.
",5,boAt Rockerz 255
"Perfect
","Awesome
",5,boAt Rockerz 255
"Nice product product Pisavasool
","Product is very nice but compared to other competitors it has low base..on the other side it gives a clear music
",4,boAt Rockerz 255
"Good but not for long time use
","Sound quality is very good but battery life is not good because is 20%battery is switched off durability is good
",4,boAt Rockerz 255
"Too good
","Awesome product fully satisfied with sound quality and all
",5,boAt Rockerz 255
"boAt Rocks fit in not visible
","quietly fit in your ears as others do not get that you have a headphone.
",5,boAt Rockerz 255
"Good buy!
","Worth spending the bucks on a product like this. The output is loud , bass perfect , clarity perfect
",4,boAt Rockerz 255
"Awesome Product
","Product is awesome.Sound quality is too good.i bought this product for 999,This is best product at this range
",5,boAt Rockerz 255
"Ok ok product
","Average
",2,boAt Rockerz 255
"The earpiece is a little big in size
","Good product
",4,boAt Rockerz 255
"Good
","Good
",5,boAt Rockerz 255
"Good product
","Nice product I got for 1099rs in deal
",5,boAt Rockerz 255
"Sound Quality is good but No warranty Support
","Product malfunction within 1 year of purchase
",2,boAt Rockerz 255
"Worth buying
","Best at price 1K .sound quality is excellent and battery life is as per they mentioned in specification
",5,boAt Rockerz 255
"Nice product
","Good to use
",5,boAt Rockerz 255
"Earpiece damage
","One earpiece is not giving out sound.
",2,boAt Rockerz 255
"Hay
","Sound quality is very good and product quality nice
",4,boAt Rockerz 255
"Amazing experience after some month it's really good working
","After some days use. I got Amazing sound experience in this headphone and long duration battery life.
",5,boAt Rockerz 255
"Defect product sent to me even
","What you have sent to me,its not working even I have charged more than 5h. Worst experience from amazon
",1,boAt Rockerz 255
"Awesome product!!
","This product is worth buy for the price! The sound quality is good. You would love it if you like bass.
",5,boAt Rockerz 255
"Awesome
","Product is awesome. Sound quality is good. Battery backup is good. Bass is good
",4,boAt Rockerz 255
"Excellent Product
","Got at discounted price. Happy with it.The sound should be a more louder.
",4,boAt Rockerz 255
"Really Rocking
","Best sound quality and durability. Amazing battery life
",5,boAt Rockerz 255
"damaged
","guide memy left side earphone is not working and its under warranty no nearby center what to do to get it repaired
",2,boAt Rockerz 255
"Need a replacement
","My product is not working.. it's been two months of purchase and I have been facing charging issues. Please replace it..
",1,boAt Rockerz 255
"For bass lovers at decent price ...
","Epic bass , crisp clear soundBattery backup is good , can be more betterOverall nice headphone at this price
",5,boAt Rockerz 255
"Need improvement
","After a month and half one side stopped working requested for replacement and my product is on its way to service centre
",3,boAt Rockerz 255
"Warrenty
","I have purchased this product in janury and at present its working  and there is warrenty of 1 year so i need to replace
",1,boAt Rockerz 255
"Battery Backup is good
","Good product and I have not seen anything wrong with it, Good Battery Backup and Fast charging, Sound quality is awesome
",5,boAt Rockerz 255
"Great product
","Satisfied with the performance of the product. It has a good range of connectivity and also had a great battery back up.
",5,boAt Rockerz 255
"Awesome
","Awesome product....with an 1 year warranty period which is always fine. And battery life is also great. Will keep a day!
",5,boAt Rockerz 255
"Worked fine for 4 months
","Both the sides were working fine for 4 months. Then just one side for 2 more months. Then it died.Not worth price!
",1,boAt Rockerz 255
"Awosome
","Just go for it
",5,boAt Rockerz 255
"Not satisfied
","Sound quality is not so good.
",3,boAt Rockerz 255
"Not Good
","It is not working from both ears?
",1,boAt Rockerz 255
"Nice product
","Nice
",5,boAt Rockerz 255
"Replace me not refund please
","It is good produt but not correct fitting in ear.
",4,boAt Rockerz 255
"Very good
","Amazing for price range
",5,boAt Rockerz 255
"Amazing
","Amazing product sold by Amazon. The product works awesome.  Bass lovers just love the bass.
",4,boAt Rockerz 255
"Budget buy
","Battery life is awesome
",4,boAt Rockerz 255
"Awesome product with good sound quality and battery backup
","Good sound6-7 hrs battery on normal usageproduct quality is goodi have had no issues till now
",5,boAt Rockerz 255
"Good 💪💪
","It is very good in quality moreover in sound however its bass is more and its sound is less as comlare to voice
",5,boAt Rockerz 255
"RH Speaker Stop Working
","RH Speaker have stopped working within 2 Months of Buying. Expecting much better performance from Boat Product.
",3,boAt Rockerz 255
"Bluetooth connection problem
","when i connect to my phone and then i put my mobile in pocket, there is a problem in connection with Bluetooth.
",4,boAt Rockerz 255
"Overall 8 out of 10, Good Product
","For sound quality : 7 /10For battery: 8.5 /10Overall quality : 8/10Bass is deep, nice product
",4,boAt Rockerz 255
"Awesome
","Best sound qualityBest noise cancellationBest battery life
",5,boAt Rockerz 255
"Very Good
","Sound- 5/5Bass - 4/5.Durability - 5/5.
",5,boAt Rockerz 255
"Worst battery backup Bluetooth headsets
","Worst battery in Bluetooth headphones ever only lasts for 3-4 hours max
",1,boAt Rockerz 255
"Pretty decent
","Decent quality of audio and bass.Bit disappointed with its range.
",4,boAt Rockerz 255
"Nice product
","Nice sound and nice base & battery backup is good.
",5,boAt Rockerz 255
"Nice product
","Thank you Amazon and boAt
",5,boAt Rockerz 255
"Nice product
","Thank you Amazon and boAt
",5,boAt Rockerz 255
"Extreme bass
","Good battery life and build quality
",5,boAt Rockerz 255
"Worth buying
","Sound quality is good
",5,boAt Rockerz 255
"Worth for money
","Very good product and have good Bluetooth connection and excellent battery life and audio quality is very good
",5,boAt Rockerz 255
"Stopped working within 6 months
","Volume depleted over the period. Also, left one stopped working within 6 months. Definitely not worth the money
",1,boAt Rockerz 255
"A good buy
","Have been using it since 6 months without any problem, gives an average of 6-7 hrs per charge.
",5,boAt Rockerz 255
"Great product.
","Great built. Fits in ear. Awesome bass. Good backup. Needs to work more on microphone quality.
",5,boAt Rockerz 255
"Thanks boat for such a good No:1 quality
","Awesome quality and good sound battery life is also good thanks boat for giving a good quality
",5,boAt Rockerz 255
"Superb Product.
","Very good product, great sound clarity, as always from Boat.
",5,boAt Rockerz 255
"I buy because boat connected 2 devices but I’m not happy....
","Not connected with 2 devices...Again and again disconnected parring...
",5,boAt Rockerz 255
"Battery discharge in 10 minutes
","Not working after 4 days. Please help.
",1,boAt Rockerz 255
"High quality product with average bass & battery back up
","High durable product but not for bass lovers
",4,boAt Rockerz 255
"nothing
","instrument rtd. to supplier due to not work properly...!
",1,boAt Rockerz 255
"Value for money
","Bass is good and boat is a known brand.battery  back up is awesome.Go for it !
",4,boAt Rockerz 255
"4/5
","Amazing bass not quite good battery lyf...sound clarity n quality z nt bad ...
",4,boAt Rockerz 255
"worst Bluetooth Earphone ever
","worst Bluetooth Earphone I don't know seller gave me to duplicate or boAt Earphone is like this only.....don't buy this
",1,boAt Rockerz 255
"Stopped working in 3 months due to technical faults
","The bluetooth connection works when the earphone is connected and charging , but it stops working when I stop charging.
",2,boAt Rockerz 255
"Vacuum problem
","Vaccum create when fix with ear this is big problemStrip is very thin, while driving the bike strip fly with air.
",2,boAt Rockerz 255
"Good sound quality but Poor build.Left ear bud broke within 2 weeks
","The sound quality is good.However, build quality is very poor. Left side is ear bud broke within 2 weeks in normal use.
",1,boAt Rockerz 255
"Mic not proper but excellent sound quality
","Audio is excellent... As expected from boat.... But mic is not clear... People complaint about my voice not being clear
",4,boAt Rockerz 255
"Cool
","Sound quality
",5,boAt Rockerz 255
"Bad
","Worst
",2,boAt Rockerz 255
"Best n trendy
","Best n trendy
",5,boAt Rockerz 255
"Good but not best
","Sound quality is goofa but what I did suppose I couldn't get...
",4,boAt Rockerz 255
"Superb
","Best i will never see wow what a great Sound im fully satisfied
",5,boAt Rockerz 255
"Poor
","Most uncomfortable pice of earphones....Not for jogging.....Earbuds comes out of ears within minutes....
",1,boAt Rockerz 255
"Not very good
","Not good on neck and sound quality is ok has a deep base but it irritates amd its not sound its noise actually
",2,boAt Rockerz 255
"Overall good product...
","1. Sound Quality is awesome...2. Go for it if you are a bass freak.3. Battery back up is very poor
",4,boAt Rockerz 255
"Not worth the money
","I bought this product on November 18 and it stopped working on 5th March 19. It hardly functioned for 3months.
",1,boAt Rockerz 255
"Satisfied
","Quality is superb
",5,boAt Rockerz 255
"Satisfied
","Quality is superb
",5,boAt Rockerz 255
"Good sound quality and bass
","Very good sound quality.. Worth price. I bought it at ₹999
",5,boAt Rockerz 255
"Good
","Good
",5,boAt Rockerz 255
"Happy with this
","Sound quality is very good
",5,boAt Rockerz 255
"great product
","Use it loved it
",5,boAt Rockerz 255
"Must go for it
","No words I bought for 999 and it's excellent for the budget
",4,boAt Rockerz 255
"These headphones are not meant for workout.
","These headphones are not meant for workout, they will last just 4-5 workout sessions.
",1,boAt Rockerz 255
"Value for money!
","Very good product . Only cons is low bass effect. But it does great . Thank you boat!
",5,boAt Rockerz 255
"Best product quality
","Wander full product 👌 best product quality
",5,boAt Rockerz 255
"Nice and good
","It's good . Sound is good if not excellent.
",4,boAt Rockerz 255
"Worth for value.
","Superb built quality. Sound is clear, bettery life is long lasting. Noise cancellation is fabulous.
",5,boAt Rockerz 255
"For this price range, couldn't get better deal.
","Cheap alternative to JBLOnly supports bass. Can't listen to classics or jazz/blues on this one.
",4,boAt Rockerz 255
"Be careful while wearing and not using
","We have a great chance  To miss the headset. We should be careful with it while wearing and not using
",4,boAt Rockerz 255
"Replacement or service
","It's just 2 months my button got stuck and not working. What should I do?Where is the service centre in Chennai?
",4,boAt Rockerz 255
"Background noise cancellation zero.
","When a person is speaking over call using these earphones, you hear the background noise more than the person’s voice.
",3,boAt Rockerz 255
